respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
202101005357,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005362,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101005377,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005380,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005386,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005408,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
202101005465,30-49,A man,Mixed Race,Other,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
202101005485,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Very confident,Worse than you expected
202101005533,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005555,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101005562,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101005571,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101005574,18-29,A woman,Refused,Hispanic,"$50,000 to less than $60,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101005713,30-49,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,Refused,,Not very confident,
202101005788,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
202101005793,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101005849,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101005876,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101005955,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Very confident,
202101005956,50-64,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101005961,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Not at all confident,Worse than you expected
202101006007,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101006016,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
202101006028,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101006029,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,Nothing at all,,,,
202101006046,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006068,18-29,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
202101006127,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101006153,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006160,30-49,A woman,White,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101006166,18-29,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101006209,30-49,A man,White,Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
202101006272,30-49,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101006333,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101006334,18-29,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
202101006337,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006367,50-64,A woman,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
202101006391,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101006404,18-29,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101006490,18-29,In some other way,Asian or Asian-American,Asian non-Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","Yes, I do",Not very confident,Better than you expected
202101006514,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006518,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101006624,18-29,A woman,White,Hispanic,"$40,000 to less than $50,000",Lower income,Nothing at all,,,,
202101006656,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006679,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
202101006682,18-29,A man,White,Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006744,30-49,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006768,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101006805,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101006826,18-29,In some other way,Black or African-American,Black non-Hispanic,"$40,000 to less than $50,000",Lower income,A little,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
202101006833,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
202101006851,30-49,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
202101006873,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
202101006907,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
202101006972,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
202101006988,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101007010,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101007087,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
202101007102,50-64,A woman,Black or African-American,Black non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101007103,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101007115,30-49,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A lot,"No, I have not done this",,Not very confident,
202101007123,18-29,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101007157,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
202101007203,65+,A man,Black or African-American,Black non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Very confident,
202101007212,30-49,A woman,Black or African-American,Black non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
202101007228,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101007238,50-64,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101007248,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101007250,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101007262,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101007268,18-29,A man,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Upper income,A lot,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
202101007276,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101007283,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101007303,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Not very confident,
202101007375,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101007387,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101007391,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101007405,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Very confident,Better than you expected
202101007430,50-64,In some other way,Or some other race,Other,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Very confident,
